code_station;y;ECO_2016;ECO_2017;ECO_2018;BIO_2016;BIO_2017;BIO_2018;PC_2016;PC_2017;PC_2018;CHI_2016;CHI_2017;CHI_2018
05234008;6265970;2;2;U;1;1;U;2;2;2;2;2;2
05234009;6273190;2;2;U;U;U;U;2;2;2;U;U;U
05234010;6258320;2;3;U;2;3;U;2;3;2;2;2;2
05234011;6255020;2;3;U;2;2;U;2;3;3;2;2;2
05234012;6241580;2;2;U;2;2;U;2;2;2;U;U;U
05234013;6238110;2;2;U;2;2;U;2;2;2;U;U;U
05234014;6227270;1;1;U;1;1;U;1;1;1;U;U;U
05234015;6232800;2;2;U;2;2;U;2;2;2;2;2;2
05234016;6229760;3;3;U;3;2;U;3;3;3;2;2;2
05234017;6280910;3;3;U;3;3;U;2;2;2;2;2;2
05234018;6272010;2;2;U;2;2;U;2;2;2;2;2;2
05234019;6271050;4;4;U;4;4;U;2;2;2;2;2;2
05234020;6267750;3;3;U;3;3;U;2;2;2;2;2;2
05234021;6272920;2;2;U;U;U;U;2;2;2;2;2;2
05234022;6268900;3;3;U;U;U;U;3;3;2;U;U;U
05234023;6260040;2;2;U;U;U;U;2;2;2;U;U;U
05234024;6260590;2;2;U;2;2;U;2;2;2;U;U;U
05234025;6261390;2;2;U;2;2;U;2;2;2;U;U;U
05234026;6261480;2;2;U;2;2;U;2;2;2;U;U;U
05234027;6248850;2;2;U;2;2;U;2;2;2;U;U;U
05234028;6236170;2;2;U;1;1;U;2;2;2;U;U;U
05234029;6231670;2;2;U;U;1;U;2;2;2;U;U;U
05234030;6234830;2;2;U;U;U;U;2;2;2;U;U;U
05234031;6225120;1;1;U;1;1;U;1;1;2;U;U;U
05234032;6229290;3;3;U;3;3;U;4;4;4;U;U;U
05234033;6232710;2;2;U;1;1;U;2;2;3;U;U;U
05234034;6247150;2;2;U;U;U;U;2;2;2;U;U;U
05234035;6246860;2;2;U;U;U;U;2;2;3;U;U;U
05234050;6255580;2;2;U;U;U;U;2;2;2;U;U;U
05234060;6251770;2;2;U;2;2;U;2;2;2;U;U;U
05234082;6238140;2;2;U;1;1;U;2;2;2;2;2;2
05234200;6249780;3;3;U;3;3;U;2;2;2;2;2;2
05234250;6241790;3;3;U;U;U;U;4;5;4;U;U;U
05234280;6247480;2;2;U;2;2;U;2;2;2;2;2;2
05234285;6238150;3;4;U;3;4;U;3;3;3;2;2;2
05234287;6234050;2;2;U;2;2;U;2;2;2;U;U;U
05234288;6235270;2;2;U;U;U;U;2;2;2;U;U;U
05234290;6224410;3;3;U;3;3;U;2;2;2;U;U;U
05234900;6267550;3;3;U;3;3;U;1;1;1;2;2;2
05234970;6253780;2;2;U;2;2;U;1;1;2;U;U;U
05234971;6252610;U;2;U;U;U;U;U;2;2;U;U;U
05234980;6249390;3;4;U;3;4;U;2;1;1;2;2;2
05235000;6247820;2;2;U;2;2;U;2;2;2;2;2;U
05235025;6255520;2;2;U;U;U;U;2;2;2;U;U;U
05235060;6257140;2;2;U;U;U;U;2;2;2;U;U;U
05235070;6236220;2;2;U;U;U;U;2;2;2;U;U;U
05235080;6227880;2;2;U;U;U;U;2;2;2;U;U;U
05235300;6242950;U;3;U;U;U;U;U;3;2;U;U;U
05235500;6240360;U;U;U;U;U;U;2;2;2;U;U;U
05235600;6236090;2;2;U;U;U;U;2;2;2;U;U;U
05235800;6227690;U;U;U;U;U;U;1;1;1;U;U;U
05235850;6225280;2;2;U;2;2;U;1;1;1;U;U;U
05235900;6225060;U;U;U;U;U;U;2;2;1;U;U;U
05235910;6223890;U;U;U;U;U;U;1;1;U;U;U;U
05235920;6223410;U;U;U;U;U;U;2;2;U;U;U;U
05236000;6225100;2;2;U;1;1;U;2;2;2;2;2;U
05236100;6221360;2;2;U;2;2;U;1;1;1;2;2;2
05236200;6218120;U;U;U;U;U;U;1;1;1;U;U;U
05236220;6214650;U;U;U;U;U;U;1;1;1;U;U;U
05236320;6208570;2;2;U;U;U;U;2;2;2;U;U;U
05236400;6213210;2;2;U;U;U;U;2;1;1;U;U;U
05236600;6205510;3;3;U;2;2;U;4;4;2;U;U;U
05236860;6265110;3;3;U;U;U;U;3;3;3;U;U;U
05236870;6265250;3;3;U;U;U;U;3;3;3;U;U;U
05236880;6264670;3;3;U;U;U;U;3;3;3;U;U;U
05236900;6261480;3;2;U;U;U;U;3;2;3;U;U;U
05236910;6261650;3;2;U;U;U;U;3;2;2;U;U;U
05236930;6261350;3;2;U;U;U;U;3;2;3;U;U;U
05236935;6261260;3;2;U;U;U;U;3;2;3;U;U;U
05236940;6261100;2;2;U;U;U;U;2;2;2;U;U;U
05236950;6261800;3;2;U;2;2;U;3;2;2;U;U;U
05236955;6261810;2;2;U;U;U;U;2;2;2;U;U;U
05236960;6262070;2;2;U;2;2;U;2;2;2;U;U;U
05236980;6261700;2;2;U;U;U;U;2;2;2;U;U;U
05237000;6261410;2;3;U;2;3;U;2;2;2;2;2;2
05237005;6261620;3;2;U;U;U;U;3;2;2;U;U;U
05237015;6259800;2;2;U;U;U;U;2;2;2;U;U;U
05237050;6258600;2;2;U;U;U;U;2;2;2;U;U;U
05237090;6257340;2;2;U;U;U;U;2;2;2;U;U;U
05237100;6257260;3;3;U;3;3;U;2;2;2;U;U;U
05237130;6257210;2;2;U;U;U;U;2;2;2;U;U;U
05237170;6255800;2;2;U;U;U;U;2;2;2;U;U;U
05237190;6254580;2;2;U;U;U;U;2;1;1;U;U;U
05237200;6254290;2;2;U;U;U;U;2;1;2;U;U;U
05237300;6267590;3;2;U;U;U;U;3;2;2;U;U;U
05237305;6267380;3;2;U;U;U;U;3;2;2;U;U;U
05237308;6266880;3;3;U;U;U;U;3;3;3;U;U;U
05237310;6266030;3;2;U;U;U;U;3;2;2;U;U;U
05237400;6268940;3;3;U;U;U;U;3;3;2;U;U;U
05237410;6268350;3;2;U;U;U;U;3;2;2;U;U;U
05237415;6268250;3;3;U;U;U;U;3;3;3;U;U;U
05237420;6268010;3;3;U;U;U;U;3;3;3;U;U;U
05237780;6266040;3;3;U;U;U;U;4;4;2;U;U;U
05237800;6265690;2;2;U;U;2;U;2;2;2;U;U;U
05237805;6267470;3;3;U;U;U;U;5;5;2;U;U;U
05237806;6267290;3;3;U;U;U;U;5;5;2;U;U;U
05237814;6266780;3;3;U;U;U;U;5;5;4;U;U;U
05237815;6266260;3;3;U;U;U;U;5;5;5;U;U;U
05237890;6270180;3;3;U;U;U;U;5;5;2;U;U;U
05237891;6270000;3;3;U;U;U;U;5;5;2;U;U;U
05237895;6269950;3;3;U;U;U;U;3;3;2;U;U;U
05237900;6269990;5;4;U;5;4;U;2;2;2;U;U;U
05237903;6270050;3;3;U;U;U;U;5;5;3;U;U;U
05237905;6269980;3;3;U;U;U;U;3;3;2;U;U;U
05237925;6269550;2;2;U;U;U;U;2;2;2;U;U;U
05237980;6270250;2;2;U;U;U;U;2;2;2;U;U;U
05237981;6270300;3;3;U;U;U;U;5;5;3;U;U;U
05237982;6268650;3;3;U;U;U;U;5;5;3;U;U;U
05237985;6268740;3;3;U;U;U;U;4;4;2;U;U;U
05238430;6265790;3;3;U;U;U;U;3;3;3;U;U;U
05238440;6264770;3;2;U;U;U;U;3;2;3;U;U;U
05238450;6263390;3;2;U;3;2;U;2;2;2;U;U;U
05238453;6263060;U;3;U;U;3;U;U;U;U;U;U;U
05238455;6262830;4;4;U;4;4;U;3;3;3;U;U;U
05238465;6260270;2;2;U;U;U;U;1;1;1;U;U;U
05238475;6264910;3;3;U;U;U;U;3;3;3;U;U;U
05238485;6257790;3;2;U;2;2;U;3;2;3;U;U;U
05238490;6261190;3;3;U;U;U;U;3;3;3;U;U;U
05238495;6261340;3;3;U;U;U;U;3;3;3;U;U;U
05238497;6264220;3;3;U;U;U;U;3;3;3;U;U;U
05238500;6259610;3;3;U;U;U;U;3;3;2;2;2;2
